Original Filename	Sample Name	Glucose Concentration	Time	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Succinate 121/76	121.0 / 76.0	20929.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 229/79	229.0 / 79.0	80062.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 230/79	230.0 / 79.0	18943.52	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 231/79	231.0 / 79.0	24459.72	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 232/79	232.0 / 79.0	15854.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 233/79	233.0 / 79.0	38517.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	Ribose 5P 234/79	234.0 / 79.0	262060.54	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 179/179	179.0 / 179.0	151296.0582	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 180/180	180.0 / 180.0	91092.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 181/181	181.0 / 181.0	3164497.137	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 182/182	182.0 / 182.0	293703.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 183/183	183.0 / 183.0	31992.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 184/184	184.0 / 184.0	6114.88	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 185/185	185.0 / 185.0	227574.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 179/89	179.0 / 89.0	20834.72	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 180/90	180.0 / 90.0	252.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 181/91	181.0 / 91.0	378.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 334)	E. [13C-glc] G9 60min	G9	60min	glucose 182/92	182.0 / 92.0	189.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	124/ 80 M-1 taurine	124.0 / 80.0	1126997.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	128/ 80 M-1 d4 taurine	128.0 / 80.0	267132	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate C1-C6 M+0	191.0 / 191.0	7545638.068	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 191/111	191.0 / 111.0	4889884.189	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 192/111	192.0 / 111.0	206614.5	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 192/112	192.0 / 112.0	799508.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 193/112	193.0 / 112.0	3172487.337	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 193/113	193.0 / 113.0	3464221.85	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 194/113	194.0 / 113.0	723963.478	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 194/114	194.0 / 114.0	843196.0802	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 195/114	195.0 / 114.0	1716994.691	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 195/115	195.0 / 115.0	745923.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 196/115	196.0 / 115.0	1684358.7	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 196/116	196.0 / 116.0	486356.0166	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 197/116	197.0 / 116.0	608450.4508	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 191/67	191.0 / 67.0	330520.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 192/67	192.0 / 67.0	22350.32293	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 192/68	192.0 / 68.0	50464.75094	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 193/67	193.0 / 67.0	4601.92	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 193/68	193.0 / 68.0	245857.06	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 193/69	193.0 / 69.0	243797.51	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 194/68	194.0 / 68.0	12986.0114	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 194/69	194.0 / 69.0	74824.46755	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 194/70	194.0 / 70.0	32979.58305	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 195/69	195.0 / 69.0	47328.20888	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 195/70	195.0 / 70.0	127750.8477	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 195/71	195.0 / 71.0	10087.39936	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 196/70	196.0 / 70.0	58531.84705	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 196/71	196.0 / 71.0	101731.4925	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Citrate 197/71	197.0 / 71.0	44043.80779	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 117/99	117.0 / 99.0	10527.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 118/100	118.0 / 100.0	756.48	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 119/101	119.0 / 101.0	6240.96	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 120/102	120.0 / 102.0	189.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 121/103	121.0 / 103.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 117/73	117.0 / 73.0	222783.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 118/73	118.0 / 73.0	11977.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 118/74	118.0 / 74.0	25720.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 119/74	119.0 / 74.0	42425.92	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 119/75	119.0 / 75.0	38706.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 120/75	120.0 / 75.0	21181.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 120/76	120.0 / 76.0	8006.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Succinate 121/76	121.0 / 76.0	23041.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 229/79	229.0 / 79.0	41985.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 230/79	230.0 / 79.0	25026.88	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 231/79	231.0 / 79.0	19290.48	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 232/79	232.0 / 79.0	28683.26	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 233/79	233.0 / 79.0	24869.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	Ribose 5P 234/79	234.0 / 79.0	148123.124	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 179/179	179.0 / 179.0	244649.235	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 180/180	180.0 / 180.0	86427.84	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 181/181	181.0 / 181.0	2785327.84	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 182/182	182.0 / 182.0	450389.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 183/183	183.0 / 183.0	29439.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 184/184	184.0 / 184.0	5925.76	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 185/185	185.0 / 185.0	167213.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 179/89	179.0 / 89.0	10338.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 180/90	180.0 / 90.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 181/91	181.0 / 91.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 335)	F. [13C-glc] G9 120min	G9	120min	glucose 182/92	182.0 / 92.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	124/ 80 M-1 taurine	124.0 / 80.0	2026736	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	128/ 80 M-1 d4 taurine	128.0 / 80.0	347980.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate C1-C6 M+0	191.0 / 191.0	15673572.01	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 191/111	191.0 / 111.0	9968052.526	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 192/111	192.0 / 111.0	528593.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 192/112	192.0 / 112.0	2119388.55	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 193/112	193.0 / 112.0	8274310.174	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 193/113	193.0 / 113.0	9053231.484	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 194/113	194.0 / 113.0	2035170.581	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 194/114	194.0 / 114.0	2572279.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 195/114	195.0 / 114.0	5074034.95	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 195/115	195.0 / 115.0	2267086.55	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 196/115	196.0 / 115.0	5296620.624	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 196/116	196.0 / 116.0	1620937.08	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 197/116	197.0 / 116.0	2128633.5	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 191/67	191.0 / 67.0	686193.9	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 192/67	192.0 / 67.0	50999.58	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 192/68	192.0 / 68.0	131880.5605	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 193/67	193.0 / 67.0	10711.84423	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 193/68	193.0 / 68.0	631852.62	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 193/69	193.0 / 69.0	617258.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 194/68	194.0 / 68.0	33682.98507	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 194/69	194.0 / 69.0	210018.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 194/70	194.0 / 70.0	89485.62	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 195/69	195.0 / 69.0	131155.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 195/70	195.0 / 70.0	368722.66	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 195/71	195.0 / 71.0	35516.44309	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 196/70	196.0 / 70.0	192903.26	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 196/71	196.0 / 71.0	291183.06	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Citrate 197/71	197.0 / 71.0	148523.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 117/99	117.0 / 99.0	19920.64	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 118/100	118.0 / 100.0	504.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 119/101	119.0 / 101.0	9266.88	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 120/102	120.0 / 102.0	189.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 121/103	121.0 / 103.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 117/73	117.0 / 73.0	409129.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 118/73	118.0 / 73.0	27450.68255	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 118/74	118.0 / 74.0	48635.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 119/74	119.0 / 74.0	79682.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 119/75	119.0 / 75.0	78421.76	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 120/75	120.0 / 75.0	49108.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 120/76	120.0 / 76.0	15823.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Succinate 121/76	121.0 / 76.0	66570.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 229/79	229.0 / 79.0	53206.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 230/79	230.0 / 79.0	46082.42	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 231/79	231.0 / 79.0	21623	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 232/79	232.0 / 79.0	21780.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 233/79	233.0 / 79.0	56988.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	Ribose 5P 234/79	234.0 / 79.0	289989.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 179/179	179.0 / 179.0	214577.7417	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 180/180	180.0 / 180.0	154448	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 181/181	181.0 / 181.0	3438243.627	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 182/182	182.0 / 182.0	171248.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 183/183	183.0 / 183.0	43119.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 184/184	184.0 / 184.0	61444.73778	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 185/185	185.0 / 185.0	310345.92	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 179/89	179.0 / 89.0	23324.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 180/90	180.0 / 90.0	315.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 181/91	181.0 / 91.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 336)	G. [13C-glc] G9 240min	G9	240min	glucose 182/92	182.0 / 92.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	124/ 80 M-1 taurine	124.0 / 80.0	1780880	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	128/ 80 M-1 d4 taurine	128.0 / 80.0	332536	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate C1-C6 M+0	191.0 / 191.0	33427122.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 191/111	191.0 / 111.0	21689308.96	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 192/111	192.0 / 111.0	2368972.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 192/112	192.0 / 112.0	3616572.258	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 193/112	193.0 / 112.0	1522144.656	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 193/113	193.0 / 113.0	945084.0956	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 194/113	194.0 / 113.0	158282.4862	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 194/114	194.0 / 114.0	75175.75	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 195/114	195.0 / 114.0	42773.01149	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 195/115	195.0 / 115.0	15006.35171	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 196/115	196.0 / 115.0	24227.90555	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 196/116	196.0 / 116.0	6289.254223	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 197/116	197.0 / 116.0	8677.782146	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 191/67	191.0 / 67.0	1454370.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 192/67	192.0 / 67.0	174180.42	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 192/68	192.0 / 68.0	250712.2681	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 193/67	193.0 / 67.0	39778.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 193/68	193.0 / 68.0	102751.8278	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 193/69	193.0 / 69.0	60814.44732	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 194/68	194.0 / 68.0	6934.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 194/69	194.0 / 69.0	9779.670176	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 194/70	194.0 / 70.0	3246.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 195/69	195.0 / 69.0	3286.759308	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 337)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Citrate 195/70	195.0 / 70.0	1765.12	FALSE
