Original Filename	Sample Name	Glucose Concentration	Time	Component Name	Mass Info	Area	Modified
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 120/102	120.0 / 102.0	252.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 121/103	121.0 / 103.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 117/73	117.0 / 73.0	423186.3193	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 118/73	118.0 / 73.0	4744.55572	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 118/74	118.0 / 74.0	74135.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 119/74	119.0 / 74.0	1008.64	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 119/75	119.0 / 75.0	59214.98491	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 120/75	120.0 / 75.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 120/76	120.0 / 76.0	2143.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Succinate 121/76	121.0 / 76.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 229/79	229.0 / 79.0	155207.14	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 230/79	230.0 / 79.0	69722.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 231/79	231.0 / 79.0	154166.76	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 232/79	232.0 / 79.0	14704.28433	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 233/79	233.0 / 79.0	42930.58	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	Ribose 5P 234/79	234.0 / 79.0	12860.38	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 179/179	179.0 / 179.0	171584.667	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 180/180	180.0 / 180.0	128034.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 181/181	181.0 / 181.0	3446828.741	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 182/182	182.0 / 182.0	272143.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 183/183	183.0 / 183.0	46145.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 184/184	184.0 / 184.0	15255.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 185/185	185.0 / 185.0	17966.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 179/89	179.0 / 89.0	18092.48	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 180/90	180.0 / 90.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 181/91	181.0 / 91.0	45388.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321)	"H. [6,6-DD-glc] G9 240min"	G9	240min	glucose 182/92	182.0 / 92.0	189.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	124/ 80 M-1 taurine	124.0 / 80.0	2028390.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	128/ 80 M-1 d4 taurine	128.0 / 80.0	5673.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate C1-C6 M+0	191.0 / 191.0	69656392	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 191/111	191.0 / 111.0	46543831.26	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 192/111	192.0 / 111.0	618061.4548	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 192/112	192.0 / 112.0	2589481.806	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 193/112	193.0 / 112.0	96945.9356	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 193/113	193.0 / 113.0	385914.9994	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 194/113	194.0 / 113.0	11681.20114	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 194/114	194.0 / 114.0	23400.16663	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 195/114	195.0 / 114.0	19062.96295	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 195/115	195.0 / 115.0	8894.943659	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 196/115	196.0 / 115.0	21486.37896	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 196/116	196.0 / 116.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 197/116	197.0 / 116.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 191/67	191.0 / 67.0	3150563.62	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 192/67	192.0 / 67.0	77231.30943	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 192/68	192.0 / 68.0	143794.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 193/67	193.0 / 67.0	34420.06	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 193/68	193.0 / 68.0	4360.002157	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 193/69	193.0 / 69.0	11633.69915	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 194/68	194.0 / 68.0	1260.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 194/69	194.0 / 69.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 194/70	194.0 / 70.0	882.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 195/69	195.0 / 69.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 195/70	195.0 / 70.0	567.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 195/71	195.0 / 71.0	504.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 196/70	196.0 / 70.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 196/71	196.0 / 71.0	693.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Citrate 197/71	197.0 / 71.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 117/99	117.0 / 99.0	22000.96	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 118/100	118.0 / 100.0	378.24	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 119/101	119.0 / 101.0	9392.96	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 120/102	120.0 / 102.0	252.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 121/103	121.0 / 103.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 117/73	117.0 / 73.0	403751.2943	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 118/73	118.0 / 73.0	4791.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 118/74	118.0 / 74.0	16565.18414	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 119/74	119.0 / 74.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 119/75	119.0 / 75.0	2269.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 120/75	120.0 / 75.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 120/76	120.0 / 76.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Succinate 121/76	121.0 / 76.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 229/79	229.0 / 79.0	280027.84	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 230/79	230.0 / 79.0	85545.64	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 231/79	231.0 / 79.0	27422.52	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 232/79	232.0 / 79.0	12135.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 233/79	233.0 / 79.0	42236.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	Ribose 5P 234/79	234.0 / 79.0	7438.72	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 179/179	179.0 / 179.0	265254.6734	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 180/180	180.0 / 180.0	121415.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 181/181	181.0 / 181.0	3344713.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 182/182	182.0 / 182.0	110067.84	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 183/183	183.0 / 183.0	38265.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 184/184	184.0 / 184.0	8069.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 185/185	185.0 / 185.0	10307.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 179/89	179.0 / 89.0	85608.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 180/90	180.0 / 90.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 181/91	181.0 / 91.0	1071.68	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322)	A. [13C-glc] G9 0min	G9	0min	glucose 182/92	182.0 / 92.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	124/ 80 M-1 taurine	124.0 / 80.0	1838167.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	128/ 80 M-1 d4 taurine	128.0 / 80.0	331748	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate C1-C6 M+0	191.0 / 191.0	49557335.37	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 191/111	191.0 / 111.0	34892733.69	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 192/111	192.0 / 111.0	542277.2769	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 192/112	192.0 / 112.0	2117759.95	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 193/112	193.0 / 112.0	8095949.35	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 193/113	193.0 / 113.0	8342723.11	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 194/113	194.0 / 113.0	562949.4	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 194/114	194.0 / 114.0	741053.0654	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 195/114	195.0 / 114.0	194286.9689	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 195/115	195.0 / 115.0	129113.0854	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 196/115	196.0 / 115.0	571644.5209	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 196/116	196.0 / 116.0	345294.187	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 197/116	197.0 / 116.0	22218.12726	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 191/67	191.0 / 67.0	2322366.595	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 192/67	192.0 / 67.0	63557.57328	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 192/68	192.0 / 68.0	119397.7717	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 193/67	193.0 / 67.0	30932.96887	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 193/68	193.0 / 68.0	586779.04	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 193/69	193.0 / 69.0	604083	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 194/68	194.0 / 68.0	9203.84	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 194/69	194.0 / 69.0	65441.88464	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 194/70	194.0 / 70.0	16705.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 195/69	195.0 / 69.0	11032	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 195/70	195.0 / 70.0	12229.76	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 195/71	195.0 / 71.0	3908.48	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 196/70	196.0 / 70.0	26059.91339	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 196/71	196.0 / 71.0	40738.95315	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Citrate 197/71	197.0 / 71.0	2909.905043	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 117/99	117.0 / 99.0	13805.76	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 118/100	118.0 / 100.0	504.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 119/101	119.0 / 101.0	8573.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 120/102	120.0 / 102.0	N/A	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 121/103	121.0 / 103.0	126.08	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 117/73	117.0 / 73.0	252932.6408	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 118/73	118.0 / 73.0	4601.92	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 118/74	118.0 / 74.0	11347.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 119/74	119.0 / 74.0	3719.36	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 119/75	119.0 / 75.0	3624.8	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 120/75	120.0 / 75.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 120/76	120.0 / 76.0	N/A	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Succinate 121/76	121.0 / 76.0	504.32	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 229/79	229.0 / 79.0	127720.82	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 230/79	230.0 / 79.0	66097.44	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 231/79	231.0 / 79.0	77792.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 232/79	232.0 / 79.0	42678.94	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 233/79	233.0 / 79.0	40101.73828	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	Ribose 5P 234/79	234.0 / 79.0	429844.52	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 179/179	179.0 / 179.0	217407.8418	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 180/180	180.0 / 180.0	142722.56	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 181/181	181.0 / 181.0	3337235.766	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 182/182	182.0 / 182.0	190948.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 183/183	183.0 / 183.0	31393.92	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 184/184	184.0 / 184.0	10685.28	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 185/185	185.0 / 185.0	299356.4581	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 179/89	179.0 / 89.0	20677.12	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 180/90	180.0 / 90.0	252.16	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 181/91	181.0 / 91.0	315.2	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 323)	B. [13C-glc] G9 5min	G9	5min	glucose 182/92	182.0 / 92.0	126.1	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	124/ 80 M-1 taurine	124.0 / 80.0	1408313.6	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	128/ 80 M-1 d4 taurine	128.0 / 80.0	278164	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate C1-C6 M+0	191.0 / 191.0	31431054.07	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 191/111	191.0 / 111.0	21239442.79	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 192/111	192.0 / 111.0	373481.6632	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 192/112	192.0 / 112.0	1458595.5	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 193/112	193.0 / 112.0	8388134.806	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 193/113	193.0 / 113.0	8667831.554	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 194/113	194.0 / 113.0	748957.8725	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 194/114	194.0 / 114.0	1088232.05	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 195/114	195.0 / 114.0	753284.2448	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 195/115	195.0 / 115.0	387224.65	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 196/115	196.0 / 115.0	1679864.45	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 196/116	196.0 / 116.0	712534.1894	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 197/116	197.0 / 116.0	104062.1963	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 191/67	191.0 / 67.0	1397193.18	FALSE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 192/67	192.0 / 67.0	40701.15546	TRUE
TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 324)	C. [13C-glc] G9 15min	G9	15min	Citrate 192/68	192.0 / 68.0	87405.46	FALSE
