,NA corrected,Label,Sample Name,formula,name
8,57.7392382817,C13_89.0_89.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 89/89
9,0.0,C13_89.0_89.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 89/89
10,0.0,C13_89.0_89.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 89/89
11,0.0,C13_89.0_89.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 89/89
0,132902.652587,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
1,149481.709886,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
2,85088.7199742,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
3,127472.352595,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
4,158308.269448,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
5,163520.3835,C13_90.0_90.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 90/90
6,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
7,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
8,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
9,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
10,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
11,0.0,C13_90.0_90.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 90/90
0,0.0,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
1,2568.28735589,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
2,0.0,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
3,1843.86775212,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
4,51.9618369634,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
5,0.0,C13_88.0_88.0,T. [13C-glc] G7 30min,C3H3O3,Pyruvate 88/88
6,4836.94319149,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
7,4096.28492241,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
8,250.894136963,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
9,6061.89671196,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
10,7067.75856342,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
11,5107.76164084,C13_88.0_88.0,Q. [13C-glc] G7 0min,C3H3O3,Pyruvate 88/88
0,347.586160727,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
1,1529.55988149,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
2,613.339018491,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
3,125.545749865,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
4,777.121410686,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
5,773.926663991,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
6,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
7,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
8,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
9,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
10,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
11,0.0,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
0,1323.70684864,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
1,1019.71281711,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
2,659.332382137,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
3,790.804604817,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
4,909.742124823,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
5,608.390808784,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
6,659.332382137,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
7,689.565903327,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
8,647.568578107,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
9,583.055625284,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
10,627.531930113,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
11,610.590467113,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
0,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
1,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
2,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
3,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
4,156.063710772,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
5,962.127758772,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
6,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
7,1766.18158477,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
8,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
9,692.792984772,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
10,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
11,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
0,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
1,1776.12232205,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
2,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
3,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
4,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
5,974.217570048,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
6,0.0,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
7,2047.64166605,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
8,558.24597306,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
9,2580.48934805,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
10,1509.07599605,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
11,2313.02542205,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
0,123.492226509,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
1,0.0,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
2,257.90304613,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
3,759.602248682,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
4,395.613762841,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
5,0.0,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
6,0.0394648407744,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
7,0.0,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
8,0.0,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
9,0.0394648407744,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
10,0.0394648407744,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
11,0.0394648407744,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
0,788.265897023,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
1,107.062947406,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
2,550.68569916,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
3,1479.53399066,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
4,0.0,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
5,794.664640636,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
6,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
7,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
8,7.77912012996,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
9,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
10,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
11,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
0,507.559210376,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
1,507.626130802,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
2,504.720286376,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
3,492.352638294,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
4,618.531443461,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
5,510.397397376,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
6,638.268639463,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
7,510.397397376,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
8,510.397397376,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
9,510.397397376,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
10,510.397397376,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
11,510.397397376,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
0,607.332327337,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
1,884.19589838,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
2,626.541429579,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
3,729.846253187,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
4,632.83140439,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
5,620.908142579,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
6,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
7,635.307602877,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
8,637.853279579,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
9,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
10,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
11,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
0,5202.6841351,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
1,13423.8058546,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
2,5336.3631156,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
3,12365.9456766,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
4,8252.84924666,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
5,12620.4200457,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
6,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
7,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
8,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
9,2.77756458237,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
10,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
11,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
0,624.972420094,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
1,755.540608593,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
2,244.377611594,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
3,885.852246094,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
4,868.583619809,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
5,577.051306794,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
6,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
7,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
8,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
9,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
10,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
11,0.0,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
0,1283.63440797,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
1,1109.55649843,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
2,629.830558006,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
3,1025.29350688,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
4,2311.97776801,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
5,2696.82233401,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
6,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
7,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
8,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
9,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
10,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
11,0.0,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
0,881339.347821,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
1,757005.395509,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
2,291702.445759,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
3,749285.170103,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
4,735819.437274,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
5,957774.322009,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
6,1192462.92276,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
7,1218006.74101,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
8,1065018.55351,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
9,1090955.62301,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
10,1232577.36816,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
11,1162995.27466,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
0,1116446.92759,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
1,959837.188739,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
2,375828.737617,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
3,994037.184972,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
4,937633.970309,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
5,1254952.43532,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
6,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
7,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
8,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
9,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
10,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
11,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
0,361011.265327,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
1,335780.152786,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
2,123235.778508,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
3,316153.66123,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
4,279656.642093,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
5,358825.651777,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
6,0.00346415242352,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
7,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
8,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
9,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
10,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
11,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
0,176428.548702,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
1,152485.587452,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
2,14316.8794517,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
3,141678.220202,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
4,125338.637727,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
5,203031.639702,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
6,223648.607952,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
7,243601.348202,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
8,185406.545952,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
9,204444.864952,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
10,239111.407251,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
11,214753.533702,C13_192.0_111.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/111
0,4840104.2941,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
1,4270402.15535,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
2,1509825.69335,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
3,4104875.96671,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
4,4012803.55514,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
5,5310016.93937,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
6,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
7,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
8,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
9,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
10,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
11,0.0,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
0,244334.815532,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
1,180125.993149,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
2,60250.4690427,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
3,195548.167609,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
4,203329.813449,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
5,252853.445044,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
6,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
7,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
8,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
9,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
10,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
11,0.0,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
0,5798023.09246,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
1,5262621.35967,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
2,2600651.88462,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
3,5027638.6586,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
4,4894218.85114,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
5,6206022.82972,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
6,1030756.42392,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
7,1033069.44802,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
8,1041959.96322,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
9,1043607.02997,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
10,1029860.91154,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
11,1038011.69664,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
0,459550.324488,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
1,399885.803303,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
2,154854.629501,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
3,380408.410588,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
4,394887.856388,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
5,498700.576188,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
6,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
7,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
8,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
9,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
10,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
11,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
0,453500.842005,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
1,392216.000103,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
2,136737.292892,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
3,396409.650805,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
4,377440.771655,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
5,490968.73644,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
6,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
7,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
8,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
9,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
10,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
11,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
0,169529.755327,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
1,160683.081977,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
2,61870.9620775,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
3,152821.176225,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
4,141395.268411,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
5,188381.091427,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
6,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
7,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
8,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
9,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
10,0.00351590741843,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
11,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
