,Intensity,Name,Modified,Original Filename,Sample Name,Formula,Parent,Parent_Formula,Label,tups
5895,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 481)","H. [6,6-DD-glc] G2.5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5896,189.12,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 482)",I. [13C-glc] G5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5897,1576.0,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 483)",J. [13C-glc] G5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5898,11947.4468612,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 484)",K. [13C-glc] G5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5899,27485.6,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 485)",L. [13C-glc] G5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5900,32844.12,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 486)",M. [13C-glc] G5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5901,43245.74,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 487)",N. [13C-glc] G5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5902,51125.82,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 488)",O. [13C-glc] G5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5903,126.08,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 489)","P. [6,6-DD-glc] G5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5904,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 490)",Q. [13C-glc] G7 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5905,6177.92,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 491)",R. [13C-glc] G7 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5906,28162.8853499,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 492)",S. [13C-glc] G7 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5907,25298.6754324,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 493)",T. [13C-glc] G7 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5908,82519.9,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 494)",U. [13C-glc] G7 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5909,118957.1,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 495)",V. [13C-glc] G7 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5910,124094.400549,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 496)",W. [13C-glc] G7 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5911,747.011732419,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 497)","X. [6,6-DD-glc] G7 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5912,252.16,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 498)",A. [13C-glc] G2.5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5913,819.52,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 499)",B. [13C-glc] G2.5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5914,2160.29365352,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 500)",C. [13C-glc] G2.5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5915,3404.16,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 501)",D. [13C-glc] G2.5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5916,5988.8,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 502)",E. [13C-glc] G2.5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5917,4252.97691652,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 503)",F. [13C-glc] G2.5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5918,5799.68,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 504)",G. [13C-glc] G2.5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5919,0.0,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 505)","H. [6,6-DD-glc] G2.5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5920,0.0,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 506)",I. [13C-glc] G5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5921,1639.04,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 507)",J. [13C-glc] G5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5922,10653.76,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 508)",K. [13C-glc] G5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5923,25468.24,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 509)",L. [13C-glc] G5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5924,40251.04,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 510)",M. [13C-glc] G5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5925,41228.38,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 511)",N. [13C-glc] G5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5926,47422.1121364,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 512)",O. [13C-glc] G5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5927,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 513)","P. [6,6-DD-glc] G5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5928,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 514)",Q. [13C-glc] G7 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5929,7272.78285191,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 515)",R. [13C-glc] G7 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5930,24396.48,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 516)",S. [13C-glc] G7 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5931,72313.193685,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 517)",T. [13C-glc] G7 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5932,92164.8,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 518)",U. [13C-glc] G7 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5933,76278.58,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 519)",V. [13C-glc] G7 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5934,123180.78,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 520)",W. [13C-glc] G7 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5935,1071.68,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 521)","X. [6,6-DD-glc] G7 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5936,360.126792453,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 522)",A. [13C-glc] G2.5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5937,441.28,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 523)",B. [13C-glc] G2.5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5938,1546.82730703,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 524)",C. [13C-glc] G2.5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5939,2584.64,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 525)",D. [13C-glc] G2.5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5940,5421.44,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 526)",E. [13C-glc] G2.5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5941,6048.68180549,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 527)",F. [13C-glc] G2.5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5942,4980.16,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 528)",G. [13C-glc] G2.5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5943,315.2,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 529)","H. [6,6-DD-glc] G2.5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5944,0.0,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 530)",I. [13C-glc] G5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5945,945.6,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 531)",J. [13C-glc] G5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5946,11599.36,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 532)",K. [13C-glc] G5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5947,22946.66,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 533)",L. [13C-glc] G5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5948,41291.28,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 534)",M. [13C-glc] G5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5949,37572.1,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 535)",N. [13C-glc] G5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5950,35442.5953828,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 536)",O. [13C-glc] G5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5951,432.160054148,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 537)","P. [6,6-DD-glc] G5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5952,189.12,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 538)",Q. [13C-glc] G7 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5953,5043.2,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 539)",R. [13C-glc] G7 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5954,35978.4313817,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 540)",S. [13C-glc] G7 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5955,72161.4290407,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 541)",T. [13C-glc] G7 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5956,100612.1,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 542)",U. [13C-glc] G7 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5957,70604.98,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 543)",V. [13C-glc] G7 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5958,141367.6,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 544)",W. [13C-glc] G7 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5959,1050.27348199,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 545)","X. [6,6-DD-glc] G7 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5960,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 546)",A. [13C-glc] G2.5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5961,1054.39012007,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 547)",B. [13C-glc] G2.5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5962,2773.76,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 548)",C. [13C-glc] G2.5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5963,2373.56459691,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 549)",D. [13C-glc] G2.5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5964,4475.84,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 550)",E. [13C-glc] G2.5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5965,4836.10826947,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 551)",F. [13C-glc] G2.5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5966,4980.16,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 552)",G. [13C-glc] G2.5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5967,346.646746642,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 553)","H. [6,6-DD-glc] G2.5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5968,0.0,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 554)",I. [13C-glc] G5 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5969,945.6,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 555)",J. [13C-glc] G5 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5970,11788.48,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 556)",K. [13C-glc] G5 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5971,24207.36,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 557)",L. [13C-glc] G5 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5972,39094.8908457,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 558)",M. [13C-glc] G5 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5973,43371.58,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 559)",N. [13C-glc] G5 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5974,42682.3803522,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 560)",O. [13C-glc] G5 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5975,238.986758148,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 561)","P. [6,6-DD-glc] G5 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5976,0.0,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 562)",Q. [13C-glc] G7 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5977,4286.72,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 563)",R. [13C-glc] G7 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5978,29722.5035453,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 564)",S. [13C-glc] G7 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5979,88130.26,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 565)",T. [13C-glc] G7 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5980,90336.64,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 566)",U. [13C-glc] G7 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5981,103228.38,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 567)",V. [13C-glc] G7 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5982,81132.96,Citrate 195/70,False,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 568)",W. [13C-glc] G7 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5983,1008.64,Citrate 195/70,True,"TA_13C-glucose with varying [glc]_2Sept13 G2.5, 5, 7.wiff (sample 569)","X. [6,6-DD-glc] G7 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5984,693.44,Citrate 195/70,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 314),A. [13C-glc] G9 0min cit,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5985,13049.28,Citrate 195/70,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 315),B. [13C-glc] G9 5min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5986,54851.3217047,Citrate 195/70,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 316),C. [13C-glc] G9 15min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5987,245674.590167,Citrate 195/70,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 317),D. [13C-glc] G9 30min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5988,315551.785452,Citrate 195/70,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 318),E. [13C-glc] G9 60min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5989,215637.991387,Citrate 195/70,True,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 319),F. [13C-glc] G9 120min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5990,339062.18,Citrate 195/70,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 320),G. [13C-glc] G9 240min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5991,2206.4,Citrate 195/70,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 321),"H. [6,6-DD-glc] G9 240min",C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
5992,567.36,Citrate 195/70,False,TA_13C-glucose with varying [glc]_2Sept13.wiff (sample 322),A. [13C-glc] G9 0min,C4H3O,Citrate 191/191,C6H7O7,C13_195.0_70.0,"('Citrate 195/70', u'C4H3O', u'C6H7O7')"
