,col_name,Label,Sample Name,formula,name
10,0.0,C13_194.0_70.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 194/70
11,7.36381595752,C13_194.0_70.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 194/70
0,41246.44728,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
1,37891.76061,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
2,9441.40192,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
3,39133.20192,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
4,33459.56192,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
5,46824.22192,C13_192.0_68.0,T. [13C-glc] G7 30min,C4H3O,Citrate 192/68
6,54042.18192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
7,63813.36192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
8,51520.68192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
9,49093.66192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
10,58139.90192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
11,57730.12192,C13_192.0_68.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 192/68
0,335672.953602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
1,284988.233602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
2,108034.513602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
3,307714.633602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
4,283664.753602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
5,363788.573602,C13_193.0_69.0,T. [13C-glc] G7 30min,C4H3O,Citrate 193/69
6,0.0,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
7,0.0,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
8,0.0,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
9,234.47592148,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
10,0.0,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
11,1004.15672148,C13_193.0_69.0,Q. [13C-glc] G7 0min,C4H3O,Citrate 193/69
0,516.522142889,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
1,1927.25148219,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
2,773.810482189,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
3,517.61898219,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
4,1027.94298219,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
5,1158.94398219,C13_149.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/43
6,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
7,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
8,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
9,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
10,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
11,3.5104821895,C13_149.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/43
0,1281.419989,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
1,1023.369489,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
2,638.269489,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
3,765.5417278,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
4,885.4551531,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
5,638.269489,C13_148.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/42
6,638.269489,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
7,763.3523903,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
8,638.269489,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
9,638.269489,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
10,638.269489,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
11,638.269489,C13_148.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/42
0,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
1,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
2,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
3,0.0,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
4,149.486313,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
5,921.578313,C13_147.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/42
6,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
7,1691.744813,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
8,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
9,663.594813,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
10,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
11,0.0,C13_147.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/42
0,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
1,1701.266592,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
2,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
3,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
4,0.0,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
5,933.158592,C13_147.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 147/41
6,0.0,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
7,1961.342592,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
8,534.718365,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
9,2471.733092,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
10,1445.475092,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
11,2215.541592,C13_147.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 147/41
0,129.047115304,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
1,0.0386153040845,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
2,258.089115304,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
3,758.666544904,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
4,387.097615304,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
5,0.0386153040845,C13_149.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/41
6,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
7,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
8,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
9,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
10,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
11,0.0386153040845,C13_149.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/41
0,763.084121029,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
1,139.874939429,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
2,533.093610029,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
3,1432.26911003,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
4,0.0,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
5,789.152110029,C13_148.0_41.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/41
6,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
7,9.548286129,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
8,18.918610029,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
9,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
10,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
11,0.0,C13_148.0_41.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/41
0,511.7895265,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
1,511.7895265,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
2,511.7895265,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
3,511.7895265,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
4,627.1696888,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
5,511.7895265,C13_150.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/42
6,638.269489,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
7,511.7895265,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
8,511.7895265,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
9,511.7895265,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
10,511.7895265,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
11,511.7895265,C13_150.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/42
0,638.269489,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
1,890.2028139,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
2,638.269489,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
3,761.4462736,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
4,638.269489,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
5,638.269489,C13_149.0_42.0,T. [13C-glc] G7 30min,C2HO,Glutamate 149/42
6,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
7,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
8,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
9,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
10,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
11,638.269489,C13_149.0_42.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 149/42
0,5036.48028568,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
1,12994.9717857,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
2,5165.88878568,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
3,11970.9057857,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
4,7990.79728568,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
5,12227.0642857,C13_148.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 148/43
6,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
7,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
8,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
9,9.755186375,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
10,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
11,0.0,C13_148.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 148/43
0,644.768482189,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
1,773.810482189,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
2,257.121667189,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
3,902.852482189,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
4,900.959982189,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
5,612.377075389,C13_151.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 151/43
6,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
7,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
8,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
9,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
10,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
11,3.5104821895,C13_151.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 151/43
0,1287.85248219,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
1,1149.10807319,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
2,646.760982189,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
3,1033.68648219,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
4,2316.13598219,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
5,2699.64398219,C13_150.0_43.0,T. [13C-glc] G7 30min,C2HO,Glutamate 150/43
6,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
7,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
8,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
9,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
10,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
11,3.5104821895,C13_150.0_43.0,Q. [13C-glc] G7 0min,C2HO,Glutamate 150/43
0,1115651.31961,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
1,958679.869611,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
2,375480.119611,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
3,992249.769611,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
4,936868.219011,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
5,1252683.96961,C13_195.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/114
6,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
7,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
8,246.341666872,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
9,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
10,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
11,0.0,C13_195.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/114
0,362113.543023,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
1,336503.743023,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
2,123585.443023,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
3,316883.197823,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
4,280932.462723,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
5,360380.393023,C13_196.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/116
6,0.00342646134868,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
7,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
8,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
9,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
10,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
11,0.0,C13_196.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/116
0,904629.154879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
1,811959.304879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
2,299443.004879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
3,753647.354879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
4,756799.954879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
5,933469.404879,C13_196.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 196/115
6,0.0,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
7,0.0,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
8,1.3548791678,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
9,0.0,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
10,0.0,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
11,0.0,C13_196.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 196/115
0,4671323.34766,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
1,4120664.69766,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
2,1457846.24766,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
3,3961806.29766,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
4,3873076.39766,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
5,5124484.70266,C13_193.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/113
6,25743.5112594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
7,23316.4190594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
8,10067.9123594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
9,19181.5013594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
10,23997.1476594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
11,18165.9476594,C13_193.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/113
0,523577.377165,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
1,433608.224665,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
2,180108.844165,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
3,437232.724665,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
4,438337.024665,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
5,553384.574665,C13_194.0_113.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/113
6,20379.4246654,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
7,20342.6007294,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
8,22394.6969884,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
9,21189.3619074,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
10,22743.4246654,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
11,20822.3052174,C13_194.0_113.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/113
0,5571274.05127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
1,5055999.80127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
2,2494674.05127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
3,4830303.81127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
4,4701556.65127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
5,5964170.20127,C13_193.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 193/112
6,1010391.85127,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
7,1013858.85127,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
8,1017940.7722,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
9,1020728.14734,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
10,1010706.85127,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
11,1016602.86932,C13_193.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 193/112
0,462320.60636,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
1,402284.67366,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
2,155373.12626,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
3,383204.70636,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
4,396916.15636,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
5,501720.50636,C13_195.0_115.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 195/115
6,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
7,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
8,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
9,1.39210725064,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
10,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
11,0.0,C13_195.0_115.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 195/115
0,835392.74675,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
1,717540.65925,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
2,276495.20925,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
3,710222.91005,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
4,697459.18225,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
5,907842.95925,C13_192.0_112.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/112
6,1130296.60925,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
7,1154508.75925,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
8,1009496.25925,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
9,1034081.15925,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
10,1168319.78025,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
11,1102365.18925,C13_192.0_112.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 192/112
0,183463.925004,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
1,173316.175504,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
2,66524.2750044,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
3,164597.012304,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
4,152810.325004,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
5,202613.439204,C13_197.0_116.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 197/116
6,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
7,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
8,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
9,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
10,0.00351590741843,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
11,0.0,C13_197.0_116.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 197/116
0,588242.509659,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
1,511324.235359,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
2,178941.160759,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
3,510309.059659,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
4,489111.609659,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
5,638990.059659,C13_194.0_114.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 194/114
6,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
7,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
8,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
9,253.110409208,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
10,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
11,0.0,C13_194.0_114.0,Q. [13C-glc] G7 0min,C5H3O3,Citrate 194/114
0,167230.85185,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
1,144536.10185,C13_192.0_111.0,T. [13C-glc] G7 30min,C5H3O3,Citrate 192/111
